8+43   _51
115+52 _167
32+513 _545
8*205  _1640  
398+600_998
38+438 _476
38+915 _953
714*2  _1428  
494+851_1345
943*263_248009
281+63 _344
696+241_937
27*798 _21546 
293*65 _19045 
992*38 _37696 
35+140 _175
828+255_1083
670*563_377210
515+34 _549
3*510  _1530  
32+444 _476
343*17 _5831  
482*63 _30366 
883+570_1453
155+28 _183
426*74 _31524 
729+212_941
782*86 _67252 
705+88 _793
23+328 _351
530+51 _581
16*332 _5312  
488+85 _573
424+327_751
158*79 _12482 
116+83 _199
535*450_240750
44+784 _828
724*844_611056
89*710 _63190 
679*83 _56357 
979*88 _86152 
728*75 _54600 
383*18 _6894  
74+204 _278
666+75 _741
29*569 _16501 
8*608  _4864  
450*191_85950 
65*409 _26585 
890*77 _68530 
84*247 _20748 
413+51 _464
43*374 _16082 
245*92 _22540 
3+801  _804
22*884 _19448 
796+76 _872
16*330 _5280  
738*555_409590
32*985 _31520 
769+870_1639
51*461 _23511 
328+2  _330
109*853_92977 
374*944_353056
791+34 _825
833*816_679728
407*411_167277
376+92 _468
179*4  _716   
792+59 _851
15*754 _11310 
54+607 _661
73*769 _56137 
841+387_1228
763+66 _829
405*5  _2025  
160+24 _184
35*548 _19180 
510+305_815
264*520_137280
273+333_606
729*643_468747
82*881 _72242 
94*677 _63638 
520+917_1437
902*10 _9020  
185+62 _247
613*978_599514
107*375_40125 
22*359 _7898  
981+50 _1031
5*861  _4305  
51*789 _40239 
739+85 _824
57+318 _375
78+549 _627
884*318_281112
701+55 _756
430*931_400330
3+306  _309
129*49 _6321  
329*408_134232
16+198 _214
371+264_635
83+745 _828
795*80 _63600 
616+155_771
63*784 _49392 
77*48  _3696  
62*92  _5704  
626*35 _21910 
40*742 _29680 
512*302_154624
6+161  _167
484+75 _559
473+11 _484
294*888_261072
479+484_963
768+66 _834
176*754_132704
862+119_981
526*170_89420 
779*58 _45182 
427*721_307867
682*3  _2046  
66*845 _55770 
624*844_526656
32+396 _428
184+198_382
488+18 _506
436+55 _491
23+363 _386
502*786_394572
5+712  _717
79*714 _56406 
9*866  _7794  
55+53  _108
675+439_1114
455*53 _24115 
61+873 _934
764*70 _53480 
27+268 _295
996+167_1163
39*14  _546   
49+886 _935
588+7  _595
455*784_356720
243+80 _323
36*70  _2520  
916*882_807912
251+97 _348
778*882_686196
76*593 _45068 
833*661_550613
432*14 _6048  
640*611_391040
901*53 _47753 
752+57 _809
610+270_880
918+94 _1012
592*953_564176
64+841 _905
58+236 _294
92+741 _833
322+59 _381
81*294 _23814 
478*70 _33460 
77*956 _73612 
469+44 _513
168+77 _245
147+71 _218
67*480 _32160 
29+451 _480
50*117 _5850  
520*737_383240
10*378 _3780  
208+129_337
136*545_74120 
93+660 _753
846*192_162432
766*141_108006
984+662_1646
891+750_1641
34*111 _3774  
74+69  _143
422*324_136728
29+56  _85
934*618_577212
122+593_715
457*94 _42958 
154+330_484
868*44 _38192 
572*226_129272
98*787 _77126 
12+874 _886
522+73 _595
499+205_704
317+433_750
93*906 _84258 
275*965_265375
729+575_1304
65+492 _557
664*55 _36520 
393+58 _451
80*381 _30480 
19*897 _17043 
261+97 _358
768*209_160512
82+240 _322
10*800 _8000  
69*34  _2346  
151*959_144809
45*716 _32220 
83*810 _67230 
888*94 _83472 
705+984_1689
601*25 _15025 
654*64 _41856 
321*746_239466
632+377_1009
41+625 _666
15*49  _735   
132*376_49632 
527+45 _572
265*218_57770 
10+151 _161
70*321 _22470 
40+819 _859
303*98 _29694 
496*688_341248
359+654_1013
88+81  _169
741*73 _54093 
310+87 _397
88*323 _28424 
48+849 _897
130+5  _135
93+863 _956
612+737_1349
26+343 _369
746+14 _760
71*149 _10579 
581*616_357896
82+842 _924
222*462_102564
987+913_1900
532*2  _1064  
328*411_134808
935+39 _974
26+272 _298
801+879_1680
33+48  _81
792*961_761112
49*668 _32732 
12*662 _7944  
376*68 _25568 
933*77 _71841 
930*961_893730
595*25 _14875 
115*751_86365 
85*89  _7565  
58*462 _26796 
248*589_146072
198+533_731
279*344_95976 
793+14 _807
944*692_653248
656*68 _44608 
7+446  _453
880*76 _66880 
611*21 _12831 
806*73 _58838 
771+556_1327
928+45 _973
7+587  _594
944*21 _19824 
904+88 _992
5*798  _3990  
79*336 _26544 
228*905_206340
776+30 _806
61+802 _863
47*898 _42206 
14*295 _4130  
947*45 _42615 
942+20 _962
320+853_1173
514+20 _534
142*28 _3976  
69*933 _64377 
172+83 _255
238*51 _12138 
612*38 _23256 
920*286_263120
70*973 _68110 
473+173_646
934*2  _1868  
735*60 _44100 
840+959_1799
958*22 _21076 
29+101 _130
781+242_1023
701*78 _54678 
307*652_200164
826+519_1345
640*49 _31360 
720+47 _767
999+18 _1017
33*256 _8448  
613*68 _41684 
189*35 _6615  
35*495 _17325 
813+447_1260
907*118_107026
821*120_98520 
127+481_608
471*509_239739
566+261_827
426+54 _480
958+192_1150
57+334 _391
619+62 _681
70*365 _25550 
83+144 _227
42+155 _197
47*128 _6016  
36+275 _311
358+87 _445
19+984 _1003
82+787 _869
784*599_469616
24*495 _11880 
76+434 _510
298*68 _20264 
655+82 _737
841*746_627386
759+456_1215
860+47 _907
29+443 _472
949*957_908193
463*780_361140
21*289 _6069  
304*514_156256
71+426 _497
81+210 _291
768*423_324864
76+136 _212
33*226 _7458  
447*515_230205
783*140_109620
487*18 _8766  
676*288_194688
55+755 _810
358*53 _18974 
76*129 _9804  
741+90 _831
8+369  _377
92*722 _66424 
86+331 _417
161+319_480
2*199  _398   
385+33 _418
64+53  _117
589+21 _610
706+18 _724
802+47 _849
712*85 _60520 
243+62 _305
958+28 _986
745*12 _8940  
31*95  _2945  
258*671_173118
42+333 _375
767*420_322140
878*54 _47412 
57+445 _502
411+55 _466
77*642 _49434 
822*25 _20550 
605*9  _5445  
469*454_212926
753+319_1072
8*237  _1896  
64*21  _1344  
258*949_244842
417+611_1028
943*13 _12259 
25*322 _8050  
844*3  _2532  
374+144_518
502*845_424190
189+636_825
672*661_444192
182*51 _9282  
370+88 _458
238+83 _321
530*6  _3180  
949+361_1310
891*65 _57915 
592*68 _40256 
786*7  _5502  
972+67 _1039
600+678_1278
374+30 _404
413*9  _3717  
77*389 _29953 
855*16 _13680 
530*78 _41340 
53+938 _991
90+154 _244
44+183 _227
833*4  _3332  
693+652_1345
649+425_1074
56+808 _864
6+220  _226
28*158 _4424  
99+273 _372
974*87 _84738 
317+785_1102
2+893  _895
58+593 _651
390*69 _26910 
96*732 _70272 
385*90 _34650 
557+10 _567
385+497_882
141+184_325
67*953 _63851 
10+789 _799
498*671_334158
874+859_1733
23*73  _1679  
568*95 _53960 
858*772_662376
146*432_63072 
999*24 _23976 
690*220_151800
6+157  _163
783*875_685125
5*494  _2470  
204*838_170952
831+840_1671
950*70 _66500 
64*80  _5120  
490+520_1010
279*980_273420
59+490 _549
231+21 _252
99*482 _47718 
74+79  _153
912+82 _994
43*268 _11524 
759*259_196581
585*614_359190
50+343 _393
604*54 _32616 
5*176  _880   
90+421 _511
29*314 _9106  
755+83 _838
940+959_1899
94+58  _152
129+38 _167
168+30 _198
61+891 _952
998+99 _1097
267+38 _305
688*833_573104
88*379 _33352 
304+45 _349
54+845 _899
848*93 _78864 
959+526_1485
75*750 _56250 
616*64 _39424 
14+958 _972
456*532_242592
615*7  _4305  
74*846 _62604 
1+592  _593
499*74 _36926 
132*283_37356 
448*52 _23296 
36+250 _286
393*43 _16899 
231*562_129822
697*48 _33456 
434+68 _502
620*202_125240
354+576_930
261+40 _301
551+5  _556
664+7  _671
40*757 _30280 
553*514_284242
592*323_191216
16+626 _642
497*33 _16401 
71+18  _89
602*308_185416
201+42 _243
48*888 _42624 
52*210 _10920 
368*636_234048
59*311 _18349 
57*650 _37050 
885+75 _960
202*3  _606   
536+25 _561
283*563_159329
660+13 _673
14+296 _310
112+71 _183
91+943 _1034
418+51 _469
51+114 _165
562+34 _596
43+903 _946
698*48 _33504 
14*992 _13888 
990+848_1838
542+2  _544
899+70 _969
919*28 _25732 
13+805 _818
97*263 _25511 
14+809 _823
77*952 _73304 
483*338_163254
83+433 _516
30+818 _848
165*32 _5280  
48+818 _866
59*325 _19175 
76*900 _68400 
673*85 _57205 
57+354 _411
992*919_911648
555+5  _560
72+31  _103
222*24 _5328  
37*519 _19203 
962*974_936988
349+554_903
144*643_92592 
469*57 _26733 
255*195_49725 
74*249 _18426 
384*660_253440
174+38 _212
80+485 _565
81+203 _284
800+53 _853
31+649 _680
46+115 _161
37*71  _2627  
659+157_816
963+923_1886
193*49 _9457  
431+762_1193
69+103 _172
625*795_496875
313+90 _403
551*83 _45733 
78+394 _472
113*38 _4294  
168*25 _4200  
190*6  _1140  
622+26 _648
648+30 _678
822+418_1240
21*412 _8652  
882*336_296352
409+18 _427
37+161 _198
462*106_48972 
309*917_283353
19*46  _874   
828*33 _27324 
24+599 _623
390*37 _14430 
19+19  _38
184*390_71760 
703+17 _720
109*982_107038
336*74 _24864 
175+81 _256
924+70 _994
32*230 _7360  
811*28 _22708 
98*283 _27734 
173*47 _8131  
74+905 _979
336*785_263760
723+8  _731
6+923  _929
538+660_1198
79+403 _482
832+867_1699
170+692_862
392+77 _469
549*12 _6588  
205*48 _9840  
119+98 _217
31*897 _27807 
991*593_587663
868*99 _85932 
715+173_888
138+941_1079
709+221_930
5+412  _417
622+236_858
14+930 _944
77*532 _40964 
920+144_1064
616+949_1565
31+224 _255
765+545_1310
836+537_1373
737+714_1451
31+882 _913
43*345 _14835 
9*756  _6804  
699*21 _14679 
928+104_1032
532+981_1513
95*110 _10450 
376+226_602
86+539 _625
93+151 _244
21*925 _19425 
33+225 _258
299*199_59501 
632*74 _46768 
82+105 _187
821+378_1199
328*695_227960
821+636_1457
355+92 _447
75+98  _173
1+711  _712
235+49 _284
383+647_1030
84*393 _33012 
84+568 _652
23*83  _1909  
547*80 _43760 
40+23  _63
609*670_408030
539*28 _15092 
995+598_1593
758+12 _770
679*35 _23765 
55*203 _11165 
499*653_325847
696+226_922
73*457 _33361 
602+10 _612
963+152_1115
33+375 _408
391*974_380834
839*24 _20136 
2+797  _799
335*37 _12395 
31*700 _21700 
23*455 _10465 
61+116 _177
480+75 _555
829+664_1493
631*880_555280
681*85 _57885 
50*784 _39200 
28+418 _446
349+66 _415
240*275_66000 
92*392 _36064 
475+232_707
5+893  _898
851*969_824619
27+461 _488
801+2  _803
981+28 _1009
124*429_53196 
595+978_1573
655+487_1142
138+12 _150
726+512_1238
96+660 _756
790*564_445560
448*493_220864
983*29 _28507 
94*321 _30174 
166+8  _174
264*263_69432 
25*908 _22700 
258+177_435
413*281_116053
46*46  _2116  
722+69 _791
667+994_1661
473*66 _31218 
99+736 _835
27*407 _10989 
814+890_1704
242+71 _313
19*388 _7372  
32+539 _571
51+269 _320
391*482_188462
663+510_1173
480*90 _43200 
58*825 _47850 
615*64 _39360 
897*526_471822
177*879_155583
508*86 _43688 
641*856_548696
968+207_1175
353*265_93545 
422*20 _8440  
77*873 _67221 
40*375 _15000 
116*648_75168 
563*311_175093
412+488_900
6+633  _639
572+937_1509
523*88 _46024 
42*988 _41496 
154+92 _246
14*916 _12824 
494+824_1318
583*919_535777
74*535 _39590 
273*7  _1911  
0*146  _0     
66*859 _56694 
466+121_587
580*406_235480
55+532 _587
1+733  _734
394*714_281316
96*879 _84384 
111+550_661
398+55 _453
166+38 _204
403+246_649
44+754 _798
512*168_86016 
553*791_437423
66*13  _858   
621+45 _666
68*799 _54332 
249+900_1149
73*100 _7300  
21*653 _13713 
262+45 _307
807+58 _865
725+7  _732
934+98 _1032
16*787 _12592 
843+94 _937
75+711 _786
53*326 _17278 
172+2  _174
73*242 _17666 
67*447 _29949 
74+394 _468
490+0  _490
35*500 _17500 
19*705 _13395 
598+24 _622
37+399 _436
437*83 _36271 
409+776_1185
221+612_833
34*98  _3332  
445*417_185565
970*34 _32980 
163*645_105135
11*94  _1034  
472*49 _23128 
623+70 _693
662+75 _737
568+267_835
31*881 _27311 
407+97 _504
910+65 _975
380*87 _33060 
930*300_279000
813+35 _848
242+82 _324
70*980 _68600 
204+575_779
83+113 _196
287+603_890
36*918 _33048 
161*653_105133
407*930_378510
845+286_1131
85*494 _41990 
357*234_83538 
749*371_277879
441+419_860
145+40 _185
836+27 _863
85+686 _771
78+370 _448
673+901_1574
185*72 _13320 
389*70 _27230 
668*112_74816 
488+61 _549
320*18 _5760  
155*928_143840
82+264 _346
867+116_983
168+38 _206
946+2  _948
923*748_690404
96*993 _95328 
717*509_364953
37*680 _25160 
95*58  _5510  
22+275 _297
44*425 _18700 
46+92  _138
471+490_961
937*890_833930
354*904_320016
431+1  _432
116+317_433
531*61 _32391 
42*366 _15372 
547*97 _53059 
801*418_334818
491+65 _556
504*93 _46872 
764*36 _27504 
972+15 _987
877*498_436746
379+8  _387
66*918 _60588 
88+422 _510
490*54 _26460 
124+148_272
48*599 _28752 
981+64 _1045
4*665  _2660  
279*21 _5859  
85*869 _73865 
679*474_321846
598+27 _625
20+194 _214
432*79 _34128 
42+242 _284
434*20 _8680  
807*906_731142
396+93 _489
35*787 _27545 
243*68 _16524 
930*45 _41850 
903*85 _76755 
950*32 _30400 
7+386  _393
293+11 _304
912*533_486096
957+565_1522
478*704_336512
110*364_40040 
50*187 _9350  
89+994 _1083
12+128 _140
17*741 _12597 
945*5  _4725  
48*275 _13200 
345*2  _690   
5*936  _4680  
976+0  _976
660+916_1576
31+74  _105
24+508 _532
463*660_305580
588+152_740
523+982_1505
800*814_651200
170*936_159120
71*446 _31666 
844*803_677732
56+830 _886
275*77 _21175 
230*405_93150 
21+375 _396
386+252_638
348*82 _28536 
688*17 _11696 
562+49 _611
16*543 _8688  
87+801 _888
437*0  _0     
281+74 _355
154*34 _5236  
56*988 _55328 
421*91 _38311 
37+303 _340
183*56 _10248 
2*118  _236   
332*26 _8632  
736*931_685216
103+102_205
923*52 _47996 
194+28 _222
734+34 _768
491+118_609
655*449_294095
58*895 _51910 
335*69 _23115 
96*301 _28896 
17*398 _6766  
427*368_157136
728*62 _45136 
76+340 _416
407*92 _37444 
47*583 _27401 
133*42 _5586  
52*347 _18044 
920+255_1175
81*768 _62208 
844+587_1431
488+60 _548
220*505_111100
60*211 _12660 
580*89 _51620 
76*785 _59660 
199+96 _295
207+544_751
523+70 _593
63+651 _714
627+30 _657
780*37 _28860 
10+885 _895
190*16 _3040  
529+54 _583
11*564 _6204  
13*653 _8489  
512*19 _9728  
3+505  _508
779+503_1282
360*93 _33480 
288+955_1243
590*254_149860
947*238_225386
911*28 _25508 
13+953 _966
709+856_1565
89*165 _14685 
923+54 _977
821*667_547607
125+409_534
692*889_615188
319*536_170984
44*12  _528   
498*826_411348
65*230 _14950 
54*707 _38178 
242+228_470
789*892_703788
36*445 _16020 
137+765_902
57+365 _422
537+669_1206
158+7  _165
33+393 _426
508+4  _512
451+118_569
81*579 _46899 
296*68 _20128 
411*392_161112
62*887 _54994 
72*375 _27000 
61+597 _658
70*611 _42770 
171+111_282
517*95 _49115 
825*49 _40425 
790+1  _791
904*732_661728
47+200 _247
451*662_298562
672*970_651840
59*783 _46197 
283+566_849
94*47  _4418  
18+540 _558
71+716 _787
590*33 _19470 
853+21 _874
49+256 _305
801*132_105732
997+776_1773
690*80 _55200 
39+771 _810
494+591_1085
512+22 _534
895+2  _897
241*36 _8676  
34+998 _1032
82+38  _120
884+232_1116
527+34 _561
13+12  _25
275*76 _20900 
924*58 _53592 
109*266_28994 
439*78 _34242 
79+186 _265
79+687 _766
45+76  _121
48*183 _8784  
619*44 _27236 
132+232_364
31*24  _744   
41*856 _35096 
245*76 _18620 
14+545 _559
291+647_938
6+724  _730
855*40 _34200 
520+61 _581
55*836 _45980 
795*343_272685
93*459 _42687 
38+840 _878
38*671 _25498 
52+219 _271
161*14 _2254  
39*738 _28782 
194+213_407
56+234 _290
257*843_216651
544*420_228480
77+394 _471
104*60 _6240  
261+939_1200
58+109 _167
474*94 _44556 
725+772_1497
63+261 _324
0+245  _245
102+19 _121
20*109 _2180  
884+172_1056
472*99 _46728 
433+19 _452
611*7  _4277  
248+598_846
457+32 _489
93*754 _70122 
41*617 _25297 
751+556_1307
73*166 _12118 
331+836_1167
469+555_1024
192*885_169920
661*600_396600
686*115_78890 
41*581 _23821 
401*779_312379
76+597 _673
440*83 _36520 
239+697_936
414*54 _22356 
84+739 _823
763*54 _41202 
421*57 _23997 
85+483 _568
404*75 _30300 
63*869 _54747 
444*53 _23532 
540*154_83160 
544+63 _607
426*492_209592
571+6  _577
596*774_461304
620+0  _620
736*17 _12512 
479*541_259139
80*835 _66800 
88*123 _10824 
259*678_175602
628+39 _667
963+84 _1047
943+73 _1016
72*105 _7560  
18+600 _618
690*99 _68310 
4+609  _613
828+14 _842
225*87 _19575 
58+120 _178
869*52 _45188 
37+217 _254
16*95  _1520  
354*403_142662
590*64 _37760 
87+515 _602
229+92 _321
577+674_1251
177+224_401
690*536_369840
151+17 _168
35+83  _118
57+409 _466
604+213_817
593*677_401461
221+475_696
66+712 _778
674*45 _30330 
994+71 _1065
93+682 _775
279+474_753
36*61  _2196  
888+79 _967
348+211_559
18+685 _703
71*360 _25560 
411*465_191115
57*957 _54549 
786+418_1204
746*84 _62664 
927*56 _51912 
47+594 _641
884+20 _904
149+889_1038
3*410  _1230  
33*557 _18381 
499+40 _539
412+810_1222
270+19 _289
2+566  _568
626*99 _61974 
22*446 _9812  
976*252_245952
575*639_367425
44*247 _10868 
186+33 _219
844+47 _891
14+150 _164
771*96 _74016 
844+219_1063
800+88 _888
92+679 _771
144*954_137376
316+63 _379
702*184_129168
972+618_1590
835*507_423345
90+851 _941
521*66 _34386 
894+7  _901
937+408_1345
221+95 _316
177*76 _13452 
47+676 _723
224*86 _19264 
794+52 _846
647+649_1296
950+708_1658
81+610 _691
750+359_1109
74+716 _790
330+350_680
51+295 _346
872+761_1633
532+33 _565
92*994 _91448 
46*691 _31786 
136*170_23120 
27+236 _263
22*270 _5940  
47+977 _1024
38+983 _1021
365+816_1181
509*171_87039 
870+983_1853
27*491 _13257 
234+970_1204
7+893  _900
720+410_1130
890+16 _906
963+96 _1059
446*87 _38802 
352*8  _2816  
286+74 _360
97*293 _28421 
454*33 _14982 
892+398_1290
447+35 _482
906*706_639636
956+216_1172
46+300 _346
273+366_639
601+399_1000
71+431 _502
5*745  _3725  
816+354_1170
5+148  _153
298+973_1271
23*384 _8832  
462+275_737
30*644 _19320 
10+371 _381
966+487_1453
28+424 _452
94+364 _458
260+913_1173
715+253_968
869+560_1429
36+689 _725
3*762  _2286  
14*764 _10696 
429*691_296439
649*81 _52569 
59+482 _541
907+226_1133
846+536_1382
759*1  _759   
888*68 _60384 
843+28 _871
320+559_879
678*66 _44748 
84+402 _486
450+70 _520
69*443 _30567 
763*308_235004
48*469 _22512 
457+53 _510
795*43 _34185 
826*93 _76818 
697*241_167977
56*478 _26768 
638*35 _22330 
803*861_691383
72+962 _1034
941+73 _1014
54*386 _20844 
121+21 _142
325+342_667
389+57 _446
82*702 _57564 
894+61 _955
71*250 _17750 
364+32 _396
799+726_1525
29+920 _949
14+412 _426
538*80 _43040 
85+442 _527
5+597  _602
709+729_1438
481*14 _6734  
605+80 _685
29+962 _991
41+166 _207
969+95 _1064
12*465 _5580  
182*31 _5642  
836*94 _78584 
86*801 _68886 
692+57 _749
733*14 _10262 
87*81  _7047  
605*195_117975
828*445_368460
618*32 _19776 
647*672_434784
23+573 _596
74*577 _42698 
895*523_468085
182*5  _910   
28*63  _1764  
43*972 _41796 
468*187_87516 
97*289 _28033 
259+296_555
741+393_1134
11+39  _50
374+561_935
146+76 _222
96+286 _382
388+94 _482
62+382 _444
450*28 _12600 
11*188 _2068  
235+927_1162
96+241 _337
962+200_1162
991+46 _1037
544*514_279616
686+166_852
52+216 _268
986+45 _1031
50*592 _29600 
196+300_496
451+581_1032
79*558 _44082 
310+786_1096
391*75 _29325 
659*800_527200
79+226 _305
742*614_455588
692+53 _745
904+8  _912
781*916_715396
372*4  _1488  
76+749 _825
45+525 _570
449*57 _25593 
281+125_406
61*706 _43066 
0+162  _162
313*33 _10329 
364*241_87724 
256*571_146176
620*824_510880
573*142_81366 
88+255 _343
158+714_872
900*21 _18900 
35*843 _29505 
61*430 _26230 
170*747_126990
640*894_572160
445+48 _493
427*51 _21777 
770+31 _801
84+285 _369
29*293 _8497  
596*357_212772
126*46 _5796  
307+207_514
516+38 _554
866*227_196582
336*32 _10752 
495+83 _578
724*19 _13756 
470*3  _1410  
508+90 _598
53*562 _29786 
481+308_789
746+158_904
86+947 _1033
177*795_140715
64*795 _50880 
562*48 _26976 
749+543_1292
821+314_1135
99*336 _33264 
55*678 _37290 
165*81 _13365 
81*965 _78165 
254*395_100330
707+520_1227
93*62  _5766  
753+54 _807
38*850 _32300 
115*573_65895 
300*55 _16500 
496+464_960
72+944 _1016
64+58  _122
75*181 _13575 
546*4  _2184  
41*685 _28085 
529+23 _552
834+497_1331
136+55 _191
535+279_814
529*96 _50784 
57+971 _1028
624+594_1218
695*4  _2780  
53+759 _812
28*10  _280   
24+404 _428
14*919 _12866 
98+98  _196
137*838_114806
825*44 _36300 
312+47 _359
375*10 _3750  
48*228 _10944 
140+44 _184
680*55 _37400 
884*88 _77792 
34+211 _245
92*585 _53820 
482*24 _11568 
383*568_217544
2*480  _960   
199+3  _202
363*98 _35574 
790+73 _863
243+85 _328
212+90 _302
868*692_600656
363+428_791
181*459_83079 
293*958_280694
386+781_1167
676+837_1513
595+77 _672
276+153_429
469+712_1181
865*459_397035
788*50 _39400 
65+168 _233
19+954 _973
281*57 _16017 
679*99 _67221 
4*925  _3700  
451*4  _1804  
494+7  _501
507+78 _585
81+990 _1071
436+4  _440
15+195 _210
27+685 _712
836+994_1830
347+13 _360
248+480_728
294+815_1109
29+955 _984
946+532_1478
72*219 _15768 
962*262_252044
645*84 _54180 
777*87 _67599 
661+423_1084
705*61 _43005 
124*59 _7316  
956+1  _957
628+22 _650
412+675_1087
76*611 _46436 
621+756_1377
906*622_563532
606+999_1605
972+308_1280
105+95 _200
65*194 _12610 
68*707 _48076 
10+292 _302
688*83 _57104 
958*85 _81430 
889*642_570738
58+947 _1005
12+807 _819
56+15  _71
450+17 _467
21*174 _3654  
937*56 _52472 
347*10 _3470  
15*867 _13005 
758+398_1156
11*646 _7106  
822+138_960
11+359 _370
59*650 _38350 
818+710_1528
473*23 _10879 
451+53 _504
902*73 _65846 
248*251_62248 
384*25 _9600  
210+684_894
347*821_284887
362*520_188240
663+838_1501
