32-0   _32  
47-35  _12  
62-332 _-270
218-54 _164 
187-422_-235
261-42 _219 
538-2  _536 
621-91 _530 
629-44 _585 
902-829_73  
47-357 _-310
595-476_119 
46-197 _-151
638-10 _628 
116-226_-110
347-88 _259 
43-740 _-697
844-427_417 
513-76 _437 
4-288  _-284
617-93 _524 
759-245_514 
86-189 _-103
414-19 _395 
575-307_268 
259-786_-527
993-83 _910 
85-793 _-708
134-31 _103 
960-585_375 
366-639_-273
600-32 _568 
649-660_-11 
638-201_437 
996-58 _938 
313-774_-461
992-57 _935 
633-31 _602 
520-591_-71 
654-503_151 
643-42 _601 
64-379 _-315
45-391 _-346
79-969 _-890
588-40 _548 
228-77 _151 
57-233 _-176
894-288_606 
320-865_-545
664-22 _642 
93-19  _74  
67-973 _-906
591-49 _542 
37-848 _-811
91-781 _-690
42-152 _-110
469-22 _447 
50-645 _-595
879-9  _870 
71-964 _-893
97-197 _-100
749-549_200 
27-724 _-697
312-49 _263 
994-757_237 
902-614_288 
453-542_-89 
75-623 _-548
374-498_-124
710-63 _647 
44-449 _-405
262-73 _189 
319-19 _300 
263-782_-519
77-807 _-730
92-668 _-576
842-850_-8  
57-556 _-499
953-18 _935 
686-62 _624 
60-694 _-634
576-109_467 
495-2  _493 
348-215_133 
259-52 _207 
670-745_-75 
917-332_585 
731-113_618 
29-810 _-781
198-8  _190 
59-391 _-332
12-598 _-586
382-91 _291 
462-777_-315
281-27 _254 
295-374_-79 
485-10 _475 
161-982_-821
32-940 _-908
250-27 _223 
339-451_-112
669-830_-161
69-125 _-56 
398-940_-542
273-492_-219
83-501 _-418
47-222 _-175
205-57 _148 
819-136_683 
27-761 _-734
560-13 _547 
383-540_-157
516-59 _457 
655-468_187 
657-41 _616 
671-356_315 
78-640 _-562
969-69 _900 
928-90 _838 
122-97 _25  
88-476 _-388
45-859 _-814
964-925_39  
52-944 _-892
326-415_-89 
30-768 _-738
481-655_-174
88-423 _-335
695-175_520 
281-70 _211 
81-14  _67  
131-752_-621
200-49 _151 
361-540_-179
24-435 _-411
236-84 _152 
37-336 _-299
812-98 _714 
996-45 _951 
1-807  _-806
72-97  _-25 
46-478 _-432
549-492_57  
520-24 _496 
588-66 _522 
28-224 _-196
88-697 _-609
22-813 _-791
318-31 _287 
778-965_-187
631-834_-203
537-293_244 
280-333_-53 
684-85 _599 
403-333_70  
282-70 _212 
5-504  _-499
715-779_-64 
420-47 _373 
79-290 _-211
651-480_171 
15-121 _-106
60-523 _-463
222-20 _202 
657-19 _638 
77-555 _-478
36-878 _-842
38-327 _-289
654-65 _589 
21-493 _-472
7-744  _-737
529-83 _446 
23-944 _-921
945-80 _865 
80-154 _-74 
394-500_-106
292-49 _243 
56-724 _-668
886-49 _837 
323-56 _267 
485-88 _397 
742-74 _668 
38-584 _-546
594-72 _522 
549-77 _472 
328-735_-407
532-90 _442 
91-25  _66  
700-315_385 
119-356_-237
471-448_23  
79-534 _-455
199-97 _102 
156-464_-308
883-96 _787 
614-793_-179
437-56 _381 
25-871 _-846
380-62 _318 
778-810_-32 
564-732_-168
657-97 _560 
657-806_-149
29-234 _-205
964-81 _883 
520-556_-36 
829-65 _764 
834-383_451 
482-37 _445 
53-402 _-349
86-503 _-417
92-701 _-609
976-790_186 
84-194 _-110
92-936 _-844
45-732 _-687
572-140_432 
171-17 _154 
68-641 _-573
640-98 _542 
307-649_-342
536-890_-354
591-2  _589 
49-631 _-582
68-411 _-343
68-419 _-351
453-46 _407 
251-97 _154 
27-813 _-786
57-860 _-803
435-82 _353 
465-716_-251
181-104_77  
397-579_-182
690-46 _644 
620-44 _576 
518-33 _485 
254-809_-555
588-78 _510 
68-629 _-561
41-848 _-807
27-892 _-865
153-29 _124 
10-794 _-784
519-28 _491 
165-657_-492
876-44 _832 
99-200 _-101
970-213_757 
714-660_54  
70-701 _-631
202-304_-102
699-32 _667 
200-195_5   
22-596 _-574
20-281 _-261
647-294_353 
486-65 _421 
35-728 _-693
639-919_-280
358-32 _326 
929-813_116 
930-463_467 
402-13 _389 
195-855_-660
983-29 _954 
897-452_445 
52-668 _-616
12-962 _-950
860-874_-14 
370-14 _356 
33-340 _-307
98-14  _84  
93-220 _-127
82-869 _-787
87-666 _-579
874-374_500 
299-22 _277 
581-809_-228
74-84  _-10 
329-782_-453
921-636_285 
587-57 _530 
182-165_17  
58-747 _-689
920-684_236 
415-19 _396 
670-550_120 
623-3  _620 
97-598 _-501
442-605_-163
860-645_215 
49-439 _-390
517-651_-134
877-92 _785 
902-31 _871 
941-89 _852 
464-560_-96 
263-220_43  
882-514_368 
283-55 _228 
974-603_371 
72-249 _-177
488-11 _477 
93-549 _-456
645-31 _614 
781-10 _771 
361-82 _279 
12-174 _-162
890-52 _838 
390-52 _338 
269-64 _205 
325-76 _249 
818-70 _748 
252-739_-487
7-639  _-632
284-43 _241 
445-935_-490
996-74 _922 
38-250 _-212
875-70 _805 
833-625_208 
338-612_-274
63-812 _-749
201-502_-301
63-806 _-743
644-93 _551 
96-538 _-442
757-283_474 
82-765 _-683
955-531_424 
4-262  _-258
87-466 _-379
418-476_-58 
844-775_69  
835-75 _760 
300-458_-158
302-75 _227 
314-418_-104
607-863_-256
463-986_-523
678-26 _652 
38-733 _-695
811-7  _804 
560-54 _506 
23-843 _-820
561-218_343 
776-83 _693 
613-240_373 
752-47 _705 
779-8  _771 
435-263_172 
698-682_16  
257-635_-378
426-31 _395 
64-585 _-521
17-805 _-788
26-422 _-396
865-132_733 
511-476_35  
52-584 _-532
895-93 _802 
44-652 _-608
364-559_-195
48-755 _-707
859-409_450 
355-92 _263 
52-174 _-122
500-278_222 
703-559_144 
255-33 _222 
623-421_202 
58-238 _-180
40-496 _-456
985-45 _940 
969-270_699 
137-27 _110 
714-567_147 
170-20 _150 
67-795 _-728
61-660 _-599
214-71 _143 
49-419 _-370
145-8  _137 
404-219_185 
44-566 _-522
14-578 _-564
92-239 _-147
759-46 _713 
178-547_-369
9-305  _-296
724-380_344 
320-18 _302 
390-21 _369 
84-431 _-347
553-99 _454 
747-89 _658 
38-905 _-867
48-226 _-178
78-193 _-115
42-647 _-605
703-28 _675 
21-238 _-217
90-589 _-499
753-845_-92 
682-133_549 
649-67 _582 
273-45 _228 
894-810_84  
289-41 _248 
18-800 _-782
803-40 _763 
233-387_-154
681-34 _647 
786-724_62  
56-736 _-680
229-32 _197 
602-31 _571 
778-22 _756 
231-33 _198 
84-490 _-406
133-618_-485
864-48 _816 
70-347 _-277
62-205 _-143
787-92 _695 
68-631 _-563
25-36  _-11 
130-84 _46  
76-260 _-184
42-602 _-560
70-328 _-258
95-722 _-627
644-748_-104
276-410_-134
51-866 _-815
180-26 _154 
617-233_384 
178-402_-224
862-605_257 
657-267_390 
495-199_296 
35-406 _-371
952-60 _892 
50-947 _-897
679-88 _591 
96-801 _-705
811-698_113 
672-38 _634 
636-37 _599 
885-801_84  
931-33 _898 
74-773 _-699
434-904_-470
779-427_352 
711-619_92  
123-310_-187
808-252_556 
70-673 _-603
14-380 _-366
558-158_400 
268-151_117 
10-844 _-834
906-660_246 
150-992_-842
731-33 _698 
998-757_241 
164-962_-798
660-75 _585 
80-748 _-668
657-381_276 
277-47 _230 
187-826_-639
538-818_-280
995-20 _975 
806-50 _756 
257-662_-405
72-337 _-265
521-915_-394
797-65 _732 
301-910_-609
59-834 _-775
917-997_-80 
43-728 _-685
47-991 _-944
608-829_-221
971-65 _906 
88-744 _-656
699-77 _622 
950-146_804 
123-28 _95  
328-47 _281 
924-92 _832 
613-239_374 
319-313_6   
842-363_479 
983-80 _903 
106-92 _14  
52-385 _-333
323-66 _257 
332-713_-381
309-93 _216 
58-156 _-98 
856-51 _805 
277-822_-545
325-56 _269 
53-407 _-354
182-964_-782
257-63 _194 
97-709 _-612
169-33 _136 
814-71 _743 
81-100 _-19 
943-504_439 
416-67 _349 
928-81 _847 
44-299 _-255
746-25 _721 
407-868_-461
49-604 _-555
389-56 _333 
7-491  _-484
32-132 _-100
610-786_-176
255-921_-666
555-962_-407
27-27  _0   
329-64 _265 
101-214_-113
724-833_-109
455-56 _399 
643-92 _551 
625-1  _624 
738-14 _724 
979-78 _901 
762-12 _750 
48-811 _-763
948-129_819 
349-60 _289 
48-944 _-896
818-42 _776 
84-94  _-10 
245-65 _180 
82-273 _-191
76-295 _-219
69-614 _-545
13-296 _-283
55-134 _-79 
486-441_45  
29-624 _-595
57-962 _-905
44-515 _-471
633-17 _616 
15-154 _-139
51-337 _-286
718-536_182 
520-37 _483 
928-15 _913 
445-72 _373 
90-269 _-179
34-777 _-743
973-62 _911 
17-141 _-124
667-38 _629 
325-818_-493
927-50 _877 
962-54 _908 
73-369 _-296
585-687_-102
78-176 _-98 
469-903_-434
759-902_-143
119-93 _26  
72-810 _-738
231-183_48  
934-685_249 
31-783 _-752
392-63 _329 
419-61 _358 
762-56 _706 
790-17 _773 
414-281_133 
597-8  _589 
52-371 _-319
933-78 _855 
35-656 _-621
884-21 _863 
384-75 _309 
18-850 _-832
85-201 _-116
557-816_-259
950-6  _944 
52-717 _-665
322-458_-136
411-144_267 
592-62 _530 
63-733 _-670
368-89 _279 
116-96 _20  
51-578 _-527
779-131_648 
627-77 _550 
69-323 _-254
120-362_-242
69-357 _-288
416-57 _359 
201-926_-725
631-223_408 
394-585_-191
38-664 _-626
191-30 _161 
272-48 _224 
583-391_192 
176-620_-444
547-73 _474 
2-882  _-880
655-52 _603 
88-191 _-103
274-910_-636
353-715_-362
418-45 _373 
693-51 _642 
132-67 _65  
908-72 _836 
981-72 _909 
806-87 _719 
999-91 _908 
595-735_-140
772-0  _772 
36-294 _-258
46-16  _30  
903-291_612 
68-54  _14  
59-297 _-238
563-300_263 
34-808 _-774
20-187 _-167
74-100 _-26 
785-919_-134
587-39 _548 
746-26 _720 
78-862 _-784
625-37 _588 
611-30 _581 
12-53  _-41 
885-731_154 
937-60 _877 
738-90 _648 
97-636 _-539
17-819 _-802
813-11 _802 
71-80  _-9  
575-87 _488 
72-158 _-86 
847-983_-136
68-385 _-317
35-30  _5   
88-414 _-326
361-552_-191
68-746 _-678
593-613_-20 
10-265 _-255
591-75 _516 
507-853_-346
839-59 _780 
145-119_26  
925-198_727 
732-53 _679 
914-276_638 
669-1  _668 
581-628_-47 
966-49 _917 
904-49 _855 
14-945 _-931
732-275_457 
257-62 _195 
667-78 _589 
502-341_161 
203-84 _119 
496-169_327 
11-945 _-934
52-153 _-101
139-78 _61  
729-268_461 
686-866_-180
499-489_10  
9-794  _-785
200-750_-550
953-74 _879 
565-499_66  
505-7  _498 
599-403_196 
972-22 _950 
612-70 _542 
823-99 _724 
583-68 _515 
314-970_-656
929-969_-40 
72-780 _-708
801-15 _786 
710-24 _686 
431-216_215 
108-937_-829
167-172_-5  
66-798 _-732
94-913 _-819
681-467_214 
859-64 _795 
418-309_109 
799-138_661 
871-262_609 
609-90 _519 
776-49 _727 
338-344_-6  
562-56 _506 
781-74 _707 
825-143_682 
67-266 _-199
34-317 _-283
67-533 _-466
158-729_-571
463-78 _385 
293-68 _225 
47-261 _-214
408-435_-27 
266-300_-34 
127-957_-830
971-871_100 
36-192 _-156
24-775 _-751
19-972 _-953
745-875_-130
413-3  _410 
410-88 _322 
30-664 _-634
18-864 _-846
979-559_420 
38-833 _-795
38-984 _-946
367-306_61  
408-597_-189
171-499_-328
862-24 _838 
802-829_-27 
290-3  _287 
21-156 _-135
28-277 _-249
528-43 _485 
379-98 _281 
981-761_220 
75-535 _-460
430-619_-189
558-301_257 
865-30 _835 
828-327_501 
378-701_-323
736-14 _722 
197-39 _158 
575-90 _485 
424-981_-557
764-559_205 
258-70 _188 
502-107_395 
41-837 _-796
687-45 _642 
312-859_-547
278-306_-28 
84-474 _-390
62-619 _-557
706-12 _694 
789-174_615 
789-46 _743 
543-93 _450 
41-405 _-364
97-784 _-687
55-240 _-185
223-518_-295
5-795  _-790
51-921 _-870
624-570_54  
342-826_-484
30-339 _-309
696-54 _642 
231-751_-520
827-646_181 
886-797_89  
149-529_-380
836-645_191 
582-186_396 
61-669 _-608
44-131 _-87 
267-23 _244 
284-70 _214 
320-361_-41 
570-587_-17 
680-973_-293
438-476_-38 
641-70 _571 
236-79 _157 
25-423 _-398
22-27  _-5  
50-673 _-623
91-284 _-193
98-951 _-853
718-219_499 
363-77 _286 
86-953 _-867
276-25 _251 
99-39  _60  
17-409 _-392
34-830 _-796
844-80 _764 
969-48 _921 
65-230 _-165
989-327_662 
400-757_-357
24-342 _-318
237-60 _177 
600-484_116 
6-505  _-499
16-686 _-670
60-886 _-826
13-480 _-467
70-192 _-122
301-66 _235 
589-17 _572 
523-385_138 
133-770_-637
735-546_189 
92-156 _-64 
136-98 _38  
782-709_73  
629-98 _531 
176-768_-592
373-767_-394
381-72 _309 
11-933 _-922
636-666_-30 
546-453_93  
405-70 _335 
878-40 _838 
512-10 _502 
59-458 _-399
394-537_-143
181-25 _156 
72-710 _-638
30-231 _-201
64-502 _-438
79-414 _-335
995-73 _922 
21-404 _-383
942-90 _852 
658-364_294 
159-15 _144 
43-44  _-1  
828-842_-14 
283-34 _249 
954-34 _920 
447-399_48  
654-372_282 
901-518_383 
629-17 _612 
35-537 _-502
490-946_-456
93-969 _-876
895-901_-6  
55-178 _-123
360-54 _306 
576-42 _534 
23-457 _-434
25-702 _-677
14-917 _-903
824-54 _770 
581-82 _499 
15-613 _-598
316-892_-576
470-143_327 
90-695 _-605
876-935_-59 
262-52 _210 
27-697 _-670
508-891_-383
899-99 _800 
453-89 _364 
908-92 _816 
91-45  _46  
472-119_353 
477-390_87  
534-34 _500 
187-108_79  
192-29 _163 
828-56 _772 
788-41 _747 
954-63 _891 
421-126_295 
27-384 _-357
424-28 _396 
83-561 _-478
183-393_-210
824-86 _738 
446-721_-275
669-85 _584 
895-842_53  
77-808 _-731
239-380_-141
772-35 _737 
409-874_-465
77-917 _-840
393-45 _348 
798-35 _763 
485-756_-271
525-536_-11 
38-297 _-259
113-53 _60  
891-645_246 
62-334 _-272
368-288_80  
864-24 _840 
75-491 _-416
275-452_-177
12-752 _-740
615-434_181 
292-440_-148
921-633_288 
111-460_-349
325-215_110 
781-903_-122
87-303 _-216
89-302 _-213
492-14 _478 
515-583_-68 
859-87 _772 
173-948_-775
959-639_320 
476-662_-186
46-783 _-737
106-95 _11  
543-43 _500 
637-45 _592 
6-164  _-158
74-64  _10  
448-609_-161
243-943_-700
69-504 _-435
897-697_200 
389-976_-587
785-94 _691 
17-683 _-666
992-90 _902 
60-520 _-460
61-135 _-74 
298-437_-139
815-919_-104
93-80  _13  
144-12 _132 
48-374 _-326
395-557_-162
253-204_49  
71-611 _-540
105-807_-702
107-38 _69  
165-1  _164 
553-609_-56 
94-711 _-617
474-824_-350
22-253 _-231
74-427 _-353
879-42 _837 
255-197_58  
33-20  _13  
87-54  _33  
736-786_-50 
418-344_74  
705-316_389 
918-778_140 
647-25 _622 
140-372_-232
278-31 _247 
801-22 _779 
645-16 _629 
23-579 _-556
82-346 _-264
593-30 _563 
550-371_179 
797-138_659 
59-640 _-581
675-32 _643 
14-662 _-648
470-247_223 
791-399_392 
57-588 _-531
57-15  _42  
960-518_442 
718-17 _701 
917-33 _884 
1-307  _-306
53-485 _-432
732-773_-41 
94-60  _34  
417-38 _379 
11-217 _-206
25-945 _-920
609-574_35  
996-66 _930 
633-366_267 
865-24 _841 
853-40 _813 
649-24 _625 
991-41 _950 
473-909_-436
625-901_-276
81-717 _-636
791-311_480 
806-878_-72 
23-705 _-682
99-243 _-144
83-568 _-485
47-274 _-227
410-80 _330 
926-51 _875 
777-70 _707 
51-749 _-698
311-1  _310 
771-329_442 
255-241_14  
416-137_279 
383-93 _290 
0-461  _-461
76-245 _-169
938-85 _853 
95-929 _-834
585-645_-60 
862-8  _854 
901-60 _841 
717-374_343 
808-633_175 
610-494_116 
71-960 _-889
47-370 _-323
198-300_-102
12-768 _-756
387-920_-533
81-267 _-186
511-791_-280
726-58 _668 
80-574 _-494
14-656 _-642
64-467 _-403
386-114_272 
560-92 _468 
165-584_-419
283-398_-115
585-113_472 
947-290_657 
429-27 _402 
51-168 _-117
48-616 _-568
507-308_199 
78-934 _-856
782-92 _690 
495-62 _433 
734-76 _658 
983-69 _914 
33-30  _3   
79-201 _-122
249-695_-446
82-426 _-344
819-641_178 
26-941 _-915
11-614 _-603
406-975_-569
981-775_206 
69-784 _-715
636-13 _623 
79-919 _-840
912-79 _833 
19-36  _-17 
20-142 _-122
775-798_-23 
581-418_163 
49-636 _-587
785-95 _690 
34-662 _-628
930-66 _864 
746-924_-178
881-93 _788 
388-30 _358 
717-570_147 
642-764_-122
141-978_-837
452-852_-400
264-67 _197 
731-951_-220
420-40 _380 
36-814 _-778
540-375_165 
913-214_699 
631-750_-119
698-44 _654 
958-95 _863 
4-291  _-287
273-172_101 
264-209_55  
200-635_-435
38-209 _-171
141-50 _91  
0-626  _-626
127-488_-361
340-192_148 
893-468_425 
48-549 _-501
268-43 _225 
20-774 _-754
455-706_-251
503-95 _408 
926-843_83  
904-18 _886 
270-59 _211 
177-140_37  
457-685_-228
929-519_410 
439-53 _386 
658-55 _603 
422-3  _419 
14-439 _-425
69-216 _-147
700-542_158 
168-68 _100 
198-23 _175 
843-778_65  
258-42 _216 
341-480_-139
533-256_277 
666-72 _594 
752-566_186 
770-728_42  
303-487_-184
50-975 _-925
486-581_-95 
548-25 _523 
974-914_60  
599-566_33  
333-42 _291 
362-742_-380
683-74 _609 
49-770 _-721
28-227 _-199
559-563_-4  
321-704_-383
301-304_-3  
65-825 _-760
373-674_-301
242-42 _200 
224-82 _142 
809-646_163 
899-741_158 
30-837 _-807
530-49 _481 
32-541 _-509
559-478_81  
957-984_-27 
248-998_-750
758-43 _715 
175-877_-702
18-901 _-883
170-22 _148 
86-370 _-284
725-309_416 
73-16  _57  
266-24 _242 
779-856_-77 
309-570_-261
489-478_11  
31-116 _-85 
229-371_-142
65-896 _-831
240-1  _239 
86-304 _-218
210-47 _163 
68-896 _-828
145-168_-23 
79-397 _-318
235-1  _234 
972-102_870 
827-959_-132
7-903  _-896
651-116_535 
684-302_382 
760-70 _690 
497-61 _436 
698-7  _691 
303-78 _225 
33-652 _-619
52-642 _-590
453-265_188 
260-85 _175 
70-33  _37  
56-670 _-614
62-169 _-107
728-88 _640 
47-453 _-406
324-115_209 
75-331 _-256
91-112 _-21 
211-87 _124 
681-39 _642 
75-671 _-596
927-853_74  
887-55 _832 
290-17 _273 
410-526_-116
563-72 _491 
364-95 _269 
402-14 _388 
26-119 _-93 
921-650_271 
57-240 _-183
951-23 _928 
140-64 _76  
588-787_-199
826-508_318 
189-307_-118
373-22 _351 
317-372_-55 
650-19 _631 
206-428_-222
371-84 _287 
123-583_-460
53-344 _-291
255-584_-329
40-116 _-76 
592-44 _548 
369-979_-610
83-801 _-718
118-514_-396
524-58 _466 
301-786_-485
317-99 _218 
460-221_239 
637-617_20  
211-23 _188 
492-750_-258
86-196 _-110
41-725 _-684
16-459 _-443
119-477_-358
141-13 _128 
55-503 _-448
42-473 _-431
450-607_-157
666-37 _629 
43-550 _-507
64-881 _-817
451-26 _425 
207-54 _153 
384-975_-591
841-959_-118
85-305 _-220
63-595 _-532
102-362_-260
36-626 _-590
232-207_25  
411-39 _372 
364-21 _343 
98-432 _-334
844-77 _767 
650-3  _647 
243-370_-127
10-499 _-489
344-16 _328 
298-783_-485
311-86 _225 
481-34 _447 
96-894 _-798
490-119_371 
288-336_-48 
774-966_-192
336-407_-71 
737-54 _683 
500-288_212 
21-215 _-194
159-154_5   
170-159_11  
81-826 _-745
38-650 _-612
982-80 _902 
531-664_-133
40-174 _-134
21-468 _-447
85-834 _-749
73-576 _-503
705-231_474 
4-511  _-507
31-973 _-942
239-60 _179 
59-872 _-813
843-88 _755 
90-860 _-770
685-340_345 
94-819 _-725
313-96 _217 
751-650_101 
877-11 _866 
3-845  _-842
902-23 _879 
200-244_-44 
91-794 _-703
48-613 _-565
68-124 _-56 
18-346 _-328
563-38 _525 
726-522_204 
413-992_-579
98-781 _-683
370-574_-204
27-991 _-964
733-20 _713 
555-25 _530 
753-664_89  
457-86 _371 
22-675 _-653
57-177 _-120
587-68 _519 
6-975  _-969
50-511 _-461
727-956_-229
997-64 _933 
28-525 _-497
27-356 _-329
139-95 _44  
431-278_153 
723-57 _666 
43-570 _-527
296-26 _270 
360-217_143 
704-96 _608 
603-35 _568 
764-19 _745 
391-37 _354 
352-268_84  
998-29 _969 
394-59 _335 
77-391 _-314
318-453_-135
18-129 _-111
184-35 _149 
309-818_-509
466-52 _414 
325-21 _304 
97-749 _-652
860-53 _807 
589-57 _532 
902-74 _828 
66-729 _-663
816-71 _745 
260-140_120 
582-646_-64 
678-28 _650 
121-978_-857
253-957_-704
724-85 _639 
207-144_63  
32-545 _-513
365-4  _361 
539-786_-247
62-408 _-346
881-316_565 
382-58 _324 
900-540_360 
86-568 _-482
599-13 _586 
752-585_167 
163-81 _82  
382-65 _317 
870-68 _802 
299-269_30  
43-599 _-556
414-293_121 
24-662 _-638
814-884_-70 
92-439 _-347
29-142 _-113
64-426 _-362
526-261_265 
115-438_-323
156-863_-707
805-488_317 
759-40 _719 
610-69 _541 
472-155_317 
13-728 _-715
402-69 _333 
79-816 _-737
399-5  _394 
850-568_282 
13-714 _-701
75-301 _-226
153-119_34  
89-980 _-891
438-560_-122
93-738 _-645
19-430 _-411
769-952_-183
27-183 _-156
70-125 _-55 
74-328 _-254
907-644_263 
10-589 _-579
970-31 _939 
69-453 _-384
82-538 _-456
983-924_59  
959-330_629 
877-29 _848 
671-266_405 
329-58 _271 
370-25 _345 
598-936_-338
58-753 _-695
924-663_261 
535-329_206 
769-797_-28 
421-50 _371 
601-320_281 
450-68 _382 
253-566_-313
419-862_-443
743-12 _731 
408-560_-152
404-685_-281
236-10 _226 
205-421_-216
946-587_359 
844-259_585 
144-289_-145
335-28 _307 
43-583 _-540
31-472 _-441
567-609_-42 
868-417_451 
765-390_375 
311-87 _224 
79-394 _-315
765-102_663 
764-628_136 
92-846 _-754
255-215_40  
26-705 _-679
389-286_103 
27-564 _-537
243-20 _223 
8-656  _-648
45-494 _-449
202-518_-316
416-271_145 
57-579 _-522
757-8  _749 
491-394_97  
803-76 _727 
81-900 _-819
600-878_-278
32-244 _-212
924-951_-27 
703-65 _638 
289-7  _282 
97-554 _-457
750-25 _725 
62-505 _-443
45-364 _-319
186-58 _128 
25-835 _-810
66-11  _55  
433-369_64  
99-13  _86  
76-915 _-839
53-200 _-147
560-208_352 
68-433 _-365
511-535_-24 
45-620 _-575
573-89 _484 
483-120_363 
60-734 _-674
980-4  _976 
478-942_-464
544-46 _498 
81-105 _-24 
193-47 _146 
117-71 _46  
493-994_-501
2-259  _-257
47-594 _-547
96-921 _-825
944-333_611 
73-786 _-713
36-199 _-163
103-495_-392
302-613_-311
202-85 _117 
125-152_-27 
114-86 _28  
976-44 _932 
894-39 _855 
90-884 _-794
116-125_-9  
625-585_40  
292-18 _274 
12-612 _-600
855-96 _759 
72-492 _-420
426-110_316 
562-40 _522 
829-346_483 
396-21 _375 
2-116  _-114
552-158_394 
13-640 _-627
805-307_498 
698-33 _665 
634-219_415 
75-668 _-593
187-514_-327
291-276_15  
72-547 _-475
13-160 _-147
42-452 _-410
470-86 _384 
783-16 _767 
511-89 _422 
69-631 _-562
92-746 _-654
588-81 _507 
531-314_217 
937-290_647 
134-652_-518
959-808_151 
293-82 _211 
63-684 _-621
922-550_372 
940-39 _901 
700-865_-165
29-517 _-488
337-21 _316 
56-810 _-754
2-232  _-230
641-960_-319
12-340 _-328
13-648 _-635
54-929 _-875
16-525 _-509
735-44 _691 
894-327_567 
308-522_-214
35-801 _-766
72-459 _-387
34-236 _-202
15-692 _-677
456-618_-162
467-801_-334
29-199 _-170
452-437_15  
123-81 _42  
2-840  _-838
788-744_44  
20-20  _0   
968-33 _935 
81-969 _-888
718-784_-66 
289-26 _263 
490-74 _416 
55-761 _-706
811-537_274 
32-464 _-432
966-408_558 
624-107_517 
109-87 _22  
42-157 _-115
33-962 _-929
16-528 _-512
494-42 _452 
63-544 _-481
96-949 _-853
616-43 _573 
231-386_-155
876-47 _829 
559-882_-323
588-48 _540 
189-292_-103
67-143 _-76 
79-720 _-641
388-991_-603
977-49 _928 
5-377  _-372
110-46 _64  
592-730_-138
724-986_-262
50-499 _-449
66-78  _-12 
5-583  _-578
398-414_-16 
24-871 _-847
294-877_-583
445-167_278 
79-781 _-702
629-107_522 
6-724  _-718
572-82 _490 
782-297_485 
606-47 _559 
563-642_-79 
667-713_-46 
98-164 _-66 
919-35 _884 
329-689_-360
799-234_565 
963-903_60  
836-267_569 
872-79 _793 
557-358_199 
480-462_18  
89-607 _-518
33-336 _-303
209-34 _175 
56-605 _-549
369-78 _291 
50-507 _-457
65-198 _-133
99-326 _-227
12-749 _-737
848-83 _765 
69-948 _-879
81-632 _-551
125-614_-489
64-274 _-210
822-13 _809 
827-795_32  
95-468 _-373
11-186 _-175
159-96 _63  
190-430_-240
593-787_-194
678-996_-318
899-115_784 
991-54 _937 
826-33 _793 
476-82 _394 
2-790  _-788
165-391_-226
82-287 _-205
341-11 _330 
